step,inacc_rate,loss_rate,hallucination_rate,miscalibration_rate,total_regret
590,0.6343128524784832,1.0943142257698757,0.11698148148148148,0.03791696771649012,0.03937710352050411
600,0.6273374888691032,1.079622465935151,0.11675925925925926,0.031313384463095825,0.039238731121792554
610,0.6222914811516798,1.0684773833605705,0.1127962962962963,0.039566485200561094,0.03848484875947749
620,0.6153903235381448,1.0566328222181827,0.11598148148148148,0.04187457931512952,0.038663842346560263
630,0.6107895517957874,1.03983021641791,0.10740740740740741,0.03846612782203573,0.03688504404029471
640,0.6049272781240751,1.0300577089985967,0.11027777777777778,0.03695436239213821,0.03672109819219345
650,0.5942416147224722,1.011767550658222,0.11107407407407408,0.041824060322513054,0.03667605081917259
660,0.5926832888097386,1.006255477682819,0.10968518518518519,0.03351284900484697,0.0358301968863198
670,0.5889729890175155,0.9940589138733064,0.11625925925925926,0.03687790904739243,0.03655413520900619
680,0.5780647076283789,0.9786795018293577,0.1102962962962963,0.03976460778193125,0.03532587900303557
690,0.575244879786289,0.9705557956731081,0.11648148148148148,0.04009997073647226,0.035197354144444
700,0.5708667260314655,0.9596220939173629,0.11109259259259259,0.03875727809638424,0.034518176290869146
710,0.5680468981893757,0.9425725135676165,0.11074074074074074,0.03775583786394699,0.03433330600356156
720,0.5627040664885741,0.9333154739670465,0.10696296296296297,0.04253420846224185,0.03459630660570194
730,0.562333036509352,0.9365852206812106,0.10344444444444445,0.03198081740088351,0.033725089262646966
740,0.5563223508459503,0.9199832306690088,0.1073888888888889,0.03843599899062561,0.0340772063504929
750,0.5554318788958161,0.9229753936742018,0.10737037037037037,0.040958820417618697,0.03394731487828689
760,0.5557287028791946,0.9188913427027783,0.11137037037037037,0.039108970013922405,0.033321978574235196
770,0.5494211932324151,0.908602136215758,0.11114814814814815,0.03554351133709567,0.03282349624394489
780,0.5485307212822814,0.9061625139303032,0.1097962962962963,0.034034395859216866,0.03263790702876427
790,0.5475660433363032,0.9012067828070967,0.11192592592592593,0.03454384269737739,0.03251813961624805
800,0.5437815375482353,0.8961731524478912,0.11135185185185185,0.04158221385711688,0.03255597988474391
810,0.543262095577324,0.8946356232891811,0.109,0.040927976432578436,0.032503304803489376
820,0.5428168596022572,0.8923662344580173,0.10974074074074074,0.035400651379055584,0.03226666605221539
830,0.5414811516770568,0.8894577329508372,0.10874074074074074,0.03487309997832749,0.03222055467027958
840,0.5403680617393898,0.8870227191343382,0.1022962962962963,0.03477786457626914,0.03209252939144299
850,0.5409617097061457,0.8870525407782462,0.10774074074074073,0.03487128127120067,0.032117940396360206
